26-03-2026 10:56:36,F9:32:9A:E2,45.829688,1.251190
26-03-2026 11:02:07,F9:32:9A:E2,N/A,N/A
26-03-2026 11:02:21,F9:32:9A:E2,N/A,N/A
26-03-2026 11:02:23,F9:32:9A:E2,N/A,N/A
26-03-2026 11:03:43,F9:32:9A:E2,N/A,N/A
26-03-2026 11:04:40,F9:32:9A:E2,N/A,N/A
26-03-2026 11:04:52,F9:32:9A:E2,45.829003,1.249302
26-03-2026 11:04:55,F9:32:9A:E2,45.829003,1.249302
26-03-2026 11:04:56,F9:32:9A:E2,45.829003,1.249302
26-03-2026 11:04:58,F9:32:9A:E2,45.829003,1.249302
26-03-2026 11:05:54,F9:32:9A:E2,45.828995,1.248717
26-03-2026 11:05:59,F9:32:9A:E2,45.828937,1.248427
26-03-2026 11:06:00,F9:32:9A:E2,45.828920,1.248380
26-03-2026 11:06:02,F9:32:9A:E2,45.828920,1.248382
26-03-2026 11:06:03,F9:32:9A:E2,45.828915,1.248352
26-03-2026 11:13:06,F9:32:9A:E2,45.829108,1.248457
26-03-2026 11:13:07,F9:32:9A:E2,45.829107,1.248445
26-03-2026 11:13:08,F9:32:9A:E2,45.829098,1.248425
26-03-2026 11:19:17,F9:32:9A:E2,45.829283,1.248735
26-03-2026 11:19:58,F9:32:9A:E2,45.829287,1.248775
26-03-2026 11:20:58,F9:32:9A:E2,45.829227,1.248502
26-03-2026 11:21:45,F9:32:9A:E2,45.829088,1.248198
26-03-2026 11:22:50,F9:32:9A:E2,45.829088,1.248198
26-03-2026 11:34:17,F9:32:9A:E2,N/A,N/A
26-03-2026 11:37:58,F9:32:9A:E2,N/A,N/A
31-03-2026 15:11:07,F9:32:9A:E2,N/A,N/A
31-03-2026 15:11:08,F9:32:9A:E2,N/A,N/A
31-03-2026 15:18:59,F9:32:9A:E2,N/A,N/A
31-03-2026 15:19:01,F9:32:9A:E2,N/A,N/A
31-03-2026 15:19:50,F9:32:9A:E2,N/A,N/A
31-03-2026 15:23:05,F9:32:9A:E2,N/A,N/A
31-03-2026 15:23:10,F9:32:9A:E2,N/A,N/A
31-03-2026 15:23:11,F9:32:9A:E2,N/A,N/A
31-03-2026 17:21:57,F9:32:9A:E2,N/A,N/A
31-03-2026 17:26:09,F9:32:9A:E2,N/A,N/A
31-03-2026 17:26:26,F9:32:9A:E2,N/A,N/A
02-04-2026 08:17:24,F9:32:9A:E2,N/A,N/A
02-04-2026 10:55:45,F9:32:9A:E2,N/A,N/A
02-04-2026 11:16:39,F9:32:9A:E2,N/A,N/A
02-04-2026 11:18:01,F9:32:9A:E2,N/A,N/A
02-04-2026 11:18:31,F9:32:9A:E2,N/A,N/A
02-04-2026 11:24:20,F9:32:9A:E2,45.829453,1.249057
03-04-2026 14:49:38,F9:32:9A:E2,N/A,N/A
03-04-2026 14:55:53,F9:32:9A:E2,N/A,N/A
03-04-2026 14:56:47,F9:32:9A:E2,N/A,N/A
03-04-2026 14:56:49,F9:32:9A:E2,N/A,N/A
03-04-2026 14:56:53,F9:32:9A:E2,N/A,N/A
03-04-2026 14:57:13,F9:32:9A:E2,N/A,N/A
03-04-2026 14:57:15,F9:32:9A:E2,N/A,N/A
03-04-2026 14:57:26,F9:32:9A:E2,N/A,N/A
03-04-2026 14:58:34,F9:32:9A:E2,N/A,N/A
03-04-2026 14:58:36,F9:32:9A:E2,N/A,N/A
03-04-2026 14:59:46,F9:32:9A:E2,N/A,N/A
03-04-2026 14:59:47,F9:32:9A:E2,N/A,N/A
03-04-2026 15:03:25,F9:32:9A:E2,45.829135,1.249072
18-04-2026 19:09:09,F9:32:9A:E2,N/A,N/A
18-04-2026 19:09:13,F9:32:9A:E2,N/A,N/A
18-04-2026 19:11:26,F9:32:9A:E2,N/A,N/A
18-04-2026 19:11:29,F9:32:9A:E2,N/A,N/A
18-04-2026 19:46:15,F9:32:9A:E2,45.832008,1.247493
18-04-2026 19:50:06,F9:32:9A:E2,45.832013,1.247507
18-04-2026 20:00:52,F9:32:9A:E2,45.832115,1.247722
18-04-2026 22:02:26,F9:32:9A:E2,45.832117,1.247652
18-04-2026 22:02:32,F9:32:9A:E2,45.832163,1.247675
19-04-2026 00:16:27,F9:32:9A:E2,45.832050,1.247843
19-04-2026 00:36:38,F9:32:9A:E2,45.829418,1.243012
19-04-2026 00:36:45,F9:32:9A:E2,45.829438,1.242983
20-04-2026 08:30:23,F9:32:9A:E2,N/A,N/A
20-04-2026 08:31:49,F9:32:9A:E2,N/A,N/A
20-04-2026 08:32:35,F9:32:9A:E2,N/A,N/A
